plazaid,date,ZoneID,CityID,CityLevel,BusinessStartDate,PlazaLevel2,PlazaType,BusiArea,TotalBuildingArea,BusinessBuildingArea,year,month,day,weekday,holiday1,holiday9,holiday5,holiday4,holiday2,holiday10,holiday3,holiday11,holiday6,holiday7,new_year_eve,holiday8,workingday_makeup,day_temp,night_temp,day_weather,day_weather2,day_wind,night_wind
45,2016-07-27,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,2016-07-28,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,2016-07-29,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,sunny,good,1,1
45,2016-07-30,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,cloudy,good,1,1
45,2016-07-31,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,2016-08-01,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,cloudy,good,1,1
45,2016-08-02,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,small_rain,little_trouble,1,1
45,2016-08-03,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,Thunder,little_trouble,1,1
45,2016-08-04,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,med_rain,small_trouble,1,1
45,2016-08-05,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,Thunder,little_trouble,1,1
45,2016-08-06,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,small_rain,little_trouble,1,1
45,2016-08-07,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,Thunder,little_trouble,1,1
45,2016-08-08,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,Thunder,little_trouble,1,1
45,2016-08-09,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,32,25,Thunder,little_trouble,1,1
45,2016-08-10,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,Thunder,little_trouble,1,1
45,2016-08-11,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,Thunder,little_trouble,1,1
45,2016-08-12,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,cloudy,good,1,1
45,2016-08-13,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,cloudy,good,1,1
45,2016-08-14,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,sunny,good,1,1
45,2016-08-15,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,cloudy,good,1,1
45,2016-08-16,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,2016-08-17,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,cloudy,good,1,1
45,2016-08-18,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,sunny,good,1,1
45,2016-08-19,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,Overcast,fair,1,1
45,2016-08-20,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,cloudy,good,1,1
45,2016-08-21,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,cloudy,good,1,1
45,2016-08-22,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,cloudy,good,1,1
45,2016-08-23,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,cloudy,good,1,1
45,2016-08-24,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,cloudy,good,1,1
45,2016-08-25,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,small_rain,little_trouble,1,3
45,2016-08-26,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,Thunder,little_trouble,2,1
45,2016-08-27,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,cloudy,good,1,1
45,2016-08-28,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,sunny,good,1,1
45,2016-08-29,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,sunny,good,1,1
45,2016-08-30,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,cloudy,good,1,1
45,2016-08-31,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,cloudy,good,1,1
45,2016-09-01,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,cloudy,good,1,1
45,2016-09-02,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,sunny,good,1,1
45,2016-09-03,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,cloudy,good,1,1
45,2016-09-04,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,cloudy,good,1,1
45,2016-09-05,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,cloudy,good,1,1
45,2016-09-06,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,cloudy,good,1,1
45,2016-09-07,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,cloudy,good,1,1
45,2016-09-08,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,sunny,good,1,1
45,2016-09-09,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,small_rain,little_trouble,1,1
45,2016-09-10,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,cloudy,good,1,1
45,2016-09-11,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,cloudy,good,1,1
45,2016-09-12,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,sunny,good,1,1
45,2016-09-13,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,Overcast,fair,1,1
45,2016-09-14,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,cloudy,good,1,1
45,2016-09-15,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,31,23,Thunder,little_trouble,1,1
45,2016-09-16,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,16,6,0,0,0,0,0,1,0,0,0,0,0,0,0,31,22,small_rain,little_trouble,1,1
45,2016-09-17,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,17,7,0,0,0,0,0,1,0,0,0,0,0,0,0,32,21,sunny,good,1,1
45,2016-09-18,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,20,sunny,good,1,1
45,2016-09-19,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,cloudy,good,1,1
45,2016-09-20,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,cloudy,good,1,1
45,2016-09-21,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,sunny,good,1,1
45,2016-09-22,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,sunny,good,1,1
45,2016-09-23,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,cloudy,good,1,1
45,2016-09-24,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,cloudy,good,1,1
45,2016-09-25,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,cloudy,good,1,1
45,2016-09-26,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,cloudy,good,1,1
45,2016-09-27,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,cloudy,good,1,1
45,2016-09-28,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,Thunder,little_trouble,1,3
45,2016-09-29,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,heavy_rain,med_trouble,1,1
45,2016-09-30,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,small_rain,little_trouble,1,1
45,2016-10-01,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,21,18,small_rain,little_trouble,1,1
45,2016-10-02,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24,16,Thunder,little_trouble,1,1
45,2016-10-03,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,29,18,sunny,good,1,1
45,2016-10-04,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,30,18,sunny,good,1,1
45,2016-10-05,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,29,19,sunny,good,1,1
45,2016-10-06,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,29,20,cloudy,good,1,1
45,2016-10-07,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,27,19,cloudy,good,1,1
45,2016-10-08,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,26,16,sunny,good,1,1
45,2016-10-09,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,15,sunny,good,1,1
45,2016-10-10,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,cloudy,good,1,1
45,2016-10-11,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,Overcast,fair,1,1
45,2016-10-12,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,Overcast,fair,1,1
45,2016-10-13,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,small_rain,little_trouble,1,1
45,2016-10-14,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,cloudy,good,1,1
45,2016-10-15,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,small_rain,little_trouble,1,1
45,2016-10-16,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,cloudy,good,1,1
45,2016-10-17,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,cloudy,good,1,1
45,2016-10-18,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,small_rain,little_trouble,1,1
45,2016-10-19,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,small_rain,little_trouble,1,1
45,2016-10-20,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,small_rain,little_trouble,1,1
45,2016-10-21,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,small_rain,little_trouble,1,1
45,2016-10-22,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,small_rain,little_trouble,1,1
45,2016-10-23,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,Overcast,fair,1,1
45,2016-10-24,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,small_rain,little_trouble,1,1
45,2016-10-25,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,small_rain,little_trouble,1,1
45,2016-10-26,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,small_rain,little_trouble,1,1
45,2016-10-27,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,small_rain,little_trouble,1,1
45,2016-10-28,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,small_rain,little_trouble,2,1
45,2016-10-29,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,small_rain,little_trouble,1,1
45,2016-10-30,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,small_rain,little_trouble,1,1
45,2016-10-31,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,small_rain,little_trouble,1,1
45,2016-11-01,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,Overcast,fair,1,1
45,2016-11-02,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,cloudy,good,1,1
45,2016-11-03,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,sunny,good,1,1
45,2016-11-04,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,sunny,good,1,1
45,2016-11-05,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,sunny,good,1,1
45,2016-11-06,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,cloudy,good,1,1
45,2016-11-07,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,small_rain,little_trouble,1,1
45,2016-11-08,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,small_rain,little_trouble,1,1
45,2016-11-09,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,small_rain,little_trouble,1,1
45,2016-11-10,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,sunny,good,1,1
45,2016-11-11,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,sunny,good,1,1
45,2016-11-12,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,sunny,good,1,1
45,2016-11-13,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,cloudy,good,1,1
45,2016-11-14,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,cloudy,good,1,1
